aX,aY,aZ,gX,gY,gZ
0.703,-1.805,-0.372,-10.559,158.203,-81.482
0.690,-1.585,-0.397,-2.014,158.569,-59.082
0.641,-1.412,-0.529,8.057,165.039,-46.875
0.592,-1.352,-0.643,20.447,168.518,-47.119
0.548,-1.268,-0.689,41.504,167.664,-49.561
0.472,-1.135,-0.720,67.932,168.762,-51.575
0.378,-1.017,-0.735,94.971,173.462,-56.580
0.268,-0.939,-0.741,117.676,181.274,-63.782
0.164,-0.819,-0.771,136.719,193.176,-68.665
0.102,-0.719,-0.878,147.583,205.139,-72.693
0.012,-0.784,-1.021,136.169,214.783,-76.538
-0.012,-0.802,-1.219,102.783,220.703,-71.411
0.036,-0.690,-1.528,69.824,221.863,-59.021
0.100,-0.613,-1.837,47.241,208.008,-52.307
0.196,-0.579,-2.036,36.499,175.110,-51.941
0.284,-0.585,-2.047,38.635,127.869,-54.443
0.360,-0.671,-1.818,46.814,73.975,-58.228
0.411,-0.804,-1.406,55.359,24.902,-59.204
0.463,-0.989,-0.977,59.631,-8.423,-55.664
0.491,-1.127,-0.578,58.167,-26.489,-43.640
0.544,-1.187,-0.296,50.659,-31.372,-23.804
0.603,-1.115,-0.227,34.119,-22.095,1.648
0.645,-0.923,-0.339,13.733,-6.897,27.649
0.692,-0.686,-0.395,-0.061,-1.099,45.837
0.723,-0.493,-0.390,-5.859,-2.380,52.612
0.754,-0.324,-0.373,-8.362,-2.380,50.659
0.771,-0.189,-0.393,-5.920,0.488,41.687
0.769,-0.154,-0.396,0.305,3.235,25.452
0.755,-0.258,-0.384,9.277,4.395,5.798
0.723,-0.457,-0.332,17.456,4.883,-10.742
0.688,-0.631,-0.283,23.010,6.714,-18.616
0.669,-0.702,-0.297,25.391,11.902,-17.395
0.650,-0.683,-0.373,27.161,17.761,-12.268
0.634,-0.658,-0.438,26.489,19.531,-8.057
0.619,-0.635,-0.483,23.560,17.883,-6.042
0.606,-0.642,-0.532,18.616,15.198,-5.615
0.594,-0.682,-0.528,14.343,9.827,-5.615
0.578,-0.722,-0.498,10.925,3.296,-4.272
0.566,-0.733,-0.495,6.592,0.000,-1.526
0.569,-0.695,-0.503,2.808,-2.380,2.502
0.580,-0.670,-0.475,0.366,-6.470,4.456
0.592,-0.671,-0.413,-0.610,-10.559,4.272
0.603,-0.685,-0.369,-0.366,-12.207,3.418
0.613,-0.709,-0.338,1.099,-12.146,2.869
0.633,-0.719,-0.338,2.930,-10.986,3.540
0.641,-0.737,-0.330,4.639,-10.681,4.822
0.659,-0.744,-0.269,5.920,-12.695,6.714
0.676,-0.710,-0.226,5.554,-12.451,9.827
0.687,-0.650,-0.252,4.211,-8.728,12.207
0.702,-0.607,-0.290,3.174,-5.493,11.719
0.711,-0.607,-0.305,3.052,-4.883,9.033
0.713,-0.602,-0.321,2.258,-4.944,6.042
0.713,-0.601,-0.341,1.038,-5.066,3.418
0.703,-0.612,-0.333,-0.244,-5.981,0.305

0.143,-0.952,-1.637,9.460,18.311,-6.775
0.101,-0.926,-1.740,12.939,0.732,-4.150
0.074,-0.975,-1.723,18.250,-22.949,-5.554
0.075,-1.057,-1.647,22.461,-46.448,-6.226
0.075,-1.112,-1.597,24.292,-65.063,-2.319
0.082,-1.127,-1.569,23.926,-80.872,5.310
0.102,-1.097,-1.532,22.339,-97.107,15.686
0.145,-1.002,-1.450,19.409,-114.441,26.978
0.193,-0.855,-1.344,18.250,-131.165,36.133
0.238,-0.746,-1.259,16.968,-144.714,39.490
0.276,-0.691,-1.242,13.123,-154.663,38.513
0.297,-0.596,-1.259,10.437,-164.795,38.025
0.304,-0.517,-1.214,11.169,-178.772,36.011
0.298,-0.517,-1.082,14.099,-197.449,30.579
0.270,-0.555,-0.885,15.991,-215.637,25.574
0.276,-0.628,-0.642,21.851,-229.797,23.132
0.328,-0.763,-0.263,31.616,-244.141,20.874
0.364,-0.894,0.009,33.447,-244.690,22.888
0.405,-0.858,0.018,21.851,-224.976,34.302
0.432,-0.682,-0.121,10.376,-203.491,49.622
0.468,-0.593,-0.134,8.606,-195.618,55.725
0.498,-0.501,-0.041,24.658,-195.923,54.504
0.506,-0.294,-0.046,49.622,-189.087,51.086
0.496,-0.123,-0.140,71.899,-179.810,39.429
0.437,-0.120,-0.248,87.219,-176.270,17.456
0.363,-0.182,-0.293,97.168,-179.810,-5.249
0.297,-0.268,-0.289,102.173,-186.646,-25.085
0.173,-0.399,-0.328,100.952,-190.918,-42.725
0.008,-0.528,-0.320,99.487,-198.975,-56.519
-0.157,-0.625,-0.222,104.736,-214.722,-66.956
-0.379,-0.754,-0.042,115.112,-232.727,-77.759
-0.576,-0.982,0.185,126.526,-248.962,-91.003
-0.773,-1.287,0.427,147.827,-263.855,-102.417
-0.955,-1.566,0.755,177.185,-280.945,-104.797
-1.089,-1.828,1.195,205.200,-300.354,-97.229
-1.173,-2.016,1.625,211.914,-315.186,-79.285
-1.152,-2.030,1.921,196.289,-318.481,-48.096
-1.006,-1.780,2.028,166.077,-311.157,-9.949
-0.809,-1.516,2.049,128.479,-303.528,20.813
-0.613,-1.509,2.188,89.050,-304.993,38.574
-0.466,-1.637,2.383,50.842,-304.565,57.739
-0.254,-1.423,2.400,22.522,-286.072,95.581
0.084,-0.867,2.360,3.479,-260.864,140.686
0.450,-0.261,2.367,-12.085,-237.000,168.640
0.729,0.070,2.465,-28.198,-211.243,168.701
0.868,0.106,2.579,-40.894,-179.138,149.719
0.904,0.074,2.644,-53.406,-136.047,132.019
0.843,0.238,2.633,-65.491,-84.167,124.451
0.744,0.577,2.449,-79.285,-25.146,115.173
0.661,0.886,2.175,-94.421,30.151,88.745
0.514,0.892,2.022,-102.417,69.336,40.283
0.316,0.523,2.074,-100.586,92.957,-18.616
0.052,-0.056,2.155,-95.215,114.441,-70.557
-0.231,-0.672,2.163,-94.543,139.343,-101.807
-0.421,-1.226,2.194,-90.515,157.166,-113.586
-0.575,-1.611,2.116,-89.294,172.546,-106.689
-0.702,-1.849,1.948,-101.257,186.707,-87.036
-0.760,-1.794,1.725,-122.986,193.481,-56.335
-0.760,-1.530,1.543,-152.283,191.406,-24.658
-0.725,-1.166,1.464,-179.932,180.603,-5.371
-0.645,-0.829,1.467,-199.463,169.189,-3.296
-0.503,-0.537,1.381,-208.862,168.213,-15.503
-0.374,-0.427,1.315,-199.768,172.607,-41.626
-0.256,-0.481,1.296,-164.978,177.856,-76.538
-0.181,-0.657,1.253,-122.864,186.340,-107.788
-0.156,-0.918,1.086,-93.506,201.172,-128.113
-0.087,-1.057,0.818,-80.994,218.384,-131.409
-0.004,-1.140,0.517,-74.646,229.797,-123.535
0.097,-1.168,0.216,-72.510,231.995,-111.450
0.208,-1.094,-0.077,-72.327,225.647,-95.825
0.328,-1.008,-0.220,-74.768,208.130,-80.872
0.461,-0.918,-0.178,-78.003,184.143,-70.862
0.538,-0.871,-0.086,-80.688,167.175,-65.735
0.620,-0.848,-0.011,-72.998,160.950,-65.674
0.664,-0.879,-0.024,-57.617,163.818,-69.824
0.665,-0.971,-0.108,-39.063,172.668,-73.486
0.679,-0.988,-0.192,-22.949,181.213,-70.740
0.719,-0.937,-0.300,-9.888,189.026,-63.171
0.761,-0.848,-0.418,-2.380,194.214,-57.251
0.776,-0.827,-0.509,2.075,195.190,-55.847
0.757,-0.870,-0.566,1.770,192.871,-58.228
0.721,-0.910,-0.656,0.244,190.674,-59.387
0.652,-1.036,-0.872,-4.944,190.857,-60.059
0.654,-1.231,-1.083,-8.850,183.655,-60.059
0.624,-1.356,-1.105,-8.545,162.109,-51.941
0.603,-1.373,-1.013,-4.822,140.564,-35.767
0.564,-1.244,-0.961,-6.592,131.409,-13.855
0.527,-1.073,-0.967,-11.597,129.211,2.075
0.495,-0.938,-0.986,-15.381,128.235,10.498
0.463,-0.807,-1.003,-14.587,127.014,12.451
0.434,-0.717,-1.028,-10.132,127.319,9.216
0.379,-0.689,-1.050,-4.395,127.991,2.808
0.318,-0.666,-1.034,1.282,128.479,-3.540
0.243,-0.641,-1.035,6.470,130.188,-9.460
0.197,-0.609,-1.091,9.705,133.667,-15.808
0.171,-0.587,-1.203,11.841,135.315,-23.254
0.166,-0.592,-1.333,12.512,131.348,-31.311
0.167,-0.664,-1.425,11.597,119.812,-39.612
0.190,-0.778,-1.516,10.315,102.356,-45.593
0.219,-0.924,-1.569,8.728,79.346,-45.715
0.262,-1.045,-1.503,5.066,48.218,-38.086
0.319,-1.074,-1.341,-1.343,16.174,-21.973
0.390,-1.014,-1.119,-9.949,-10.864,-3.052
0.475,-0.923,-0.863,-19.653,-31.860,13.916
0.551,-0.813,-0.629,-27.039,-45.227,27.405
0.627,-0.691,-0.427,-30.457,-49.988,36.499
0.684,-0.568,-0.256,-29.968,-48.889,41.138
0.727,-0.469,-0.131,-26.184,-43.396,40.100
0.772,-0.398,-0.067,-20.813,-35.095,34.180
0.804,-0.384,-0.023,-14.587,-26.489,24.902
0.828,-0.409,0.006,-7.812,-19.104,14.709
0.841,-0.443,0.034,-1.404,-12.512,5.493
0.844,-0.508,0.064,1.160,-7.324,-1.526
0.847,-0.594,0.078,-0.916,-1.709,-5.981
0.838,-0.649,0.081,-3.784,4.211,-6.958
0.815,-0.676,0.067,-6.958,10.071,-5.981
0.797,-0.696,0.037,-10.071,15.137,-4.333
0.783,-0.686,-0.003,-11.414,19.775,-2.747
0.766,-0.656,-0.037,-10.193,22.949,-2.441

-0.032,-1.197,-1.735,52.063,75.867,-6.775
-0.084,-1.074,-2.047,52.673,67.261,6.042
-0.114,-0.948,-2.384,50.842,50.598,13.184
-0.104,-0.932,-2.560,48.035,19.470,11.353
-0.058,-0.937,-2.525,44.128,-22.888,8.484
-0.030,-1.047,-2.389,50.598,-64.636,3.662
-0.031,-1.112,-2.174,56.152,-100.220,1.160
0.000,-1.214,-1.844,62.744,-133.362,1.587
0.058,-1.397,-1.548,63.965,-156.006,3.906
0.123,-1.523,-1.281,61.157,-167.542,15.625
0.193,-1.449,-1.110,62.012,-171.143,38.208
0.237,-1.249,-1.083,60.730,-167.480,62.744
0.261,-0.991,-1.122,58.105,-165.344,81.543
0.255,-0.747,-1.136,56.335,-170.837,91.797
0.260,-0.529,-1.088,57.129,-182.129,93.506
0.279,-0.353,-0.964,63.599,-196.167,87.219
0.256,-0.274,-0.861,74.707,-207.581,73.059
0.207,-0.335,-0.693,86.121,-218.384,54.199
0.152,-0.425,-0.522,93.628,-227.112,37.842
0.091,-0.532,-0.377,100.220,-229.309,26.245
0.032,-0.613,-0.234,111.206,-230.774,17.334
-0.048,-0.636,-0.174,129.089,-230.164,10.864
-0.143,-0.614,-0.183,149.536,-229.736,4.211
-0.284,-0.606,-0.199,168.091,-235.291,-4.333
-0.434,-0.601,-0.114,182.983,-250.427,-15.198
-0.598,-0.605,0.115,196.167,-274.597,-28.442
-0.752,-0.672,0.391,201.599,-298.218,-43.091
-0.925,-0.819,0.680,193.115,-317.200,-57.556
-1.135,-1.026,0.974,172.302,-332.642,-68.848
-1.315,-1.162,1.292,151.367,-344.849,-71.838
-1.430,-1.272,1.660,142.151,-357.666,-71.167
-1.460,-1.339,2.000,140.503,-365.356,-70.984
-1.379,-1.370,2.294,136.169,-363.525,-70.496
-1.099,-1.255,2.594,142.029,-356.262,-66.467
-0.590,-1.060,3.022,159.851,-348.694,-68.848
0.049,-0.847,3.441,178.772,-326.965,-80.017
0.580,-0.916,3.672,182.129,-279.236,-100.037
1.039,-1.288,3.567,153.564,-211.304,-116.089
1.322,-1.756,3.176,93.018,-139.709,-107.178
1.461,-1.963,2.838,19.714,-84.656,-59.021
1.450,-1.607,2.772,-52.734,-46.997,19.897
1.260,-0.814,2.760,-111.877,-7.751,97.534
1.014,0.017,2.593,-154.053,43.274,135.437
0.759,0.476,2.401,-173.706,89.844,122.986
0.486,0.334,2.306,-176.270,120.361,70.801
0.218,-0.198,2.359,-170.227,139.404,12.634
-0.042,-0.784,2.463,-167.969,157.166,-25.208
-0.284,-1.254,2.422,-171.509,180.298,-39.429
-0.441,-1.612,2.216,-187.683,203.491,-36.865
-0.557,-1.850,1.966,-211.243,216.248,-25.146
-0.599,-1.909,1.767,-223.083,212.952,-7.874
-0.596,-1.664,1.711,-217.834,197.083,17.029
-0.516,-1.216,1.680,-213.501,182.068,38.452
-0.418,-0.782,1.619,-218.201,176.453,43.579
-0.276,-0.427,1.503,-223.389,177.490,32.166
-0.133,-0.308,1.350,-228.088,181.824,4.028
-0.025,-0.408,1.201,-225.769,185.913,-32.532
0.037,-0.551,1.204,-210.449,184.265,-66.833
0.096,-0.665,1.124,-184.753,190.918,-93.445
0.164,-0.740,0.936,-159.668,204.773,-112.488
0.152,-0.882,0.759,-131.042,215.088,-129.150
0.178,-0.963,0.566,-100.525,223.267,-139.099
0.171,-0.950,0.288,-72.021,235.474,-140.686
0.192,-0.959,-0.030,-56.824,247.070,-143.616
0.241,-0.996,-0.317,-52.429,250.366,-147.339
0.247,-1.043,-0.470,-43.762,240.845,-146.851
0.283,-1.111,-0.529,-37.720,224.487,-143.372
0.289,-1.258,-0.552,-41.199,212.891,-140.991
0.305,-1.371,-0.701,-45.044,207.031,-134.399
0.343,-1.383,-0.787,-46.387,194.153,-120.178
0.365,-1.449,-0.734,-51.575,173.096,-108.032
0.360,-1.610,-0.672,-57.739,156.250,-98.206
0.352,-1.712,-0.625,-66.895,143.860,-80.933
0.362,-1.638,-0.640,-72.388,137.207,-53.040
0.378,-1.436,-0.705,-74.219,134.705,-26.123
0.349,-1.221,-0.756,-73.120,131.592,-5.981
0.317,-0.978,-0.826,-68.542,126.221,5.249
0.287,-0.829,-0.834,-63.721,118.408,6.104
0.291,-0.694,-0.809,-59.570,110.657,1.892
0.288,-0.585,-0.785,-54.077,106.567,-6.470
0.275,-0.593,-0.783,-49.133,105.957,-21.667
0.245,-0.717,-0.794,-43.579,107.056,-38.330
0.229,-0.840,-0.788,-33.997,106.750,-49.805
0.206,-0.914,-0.833,-24.475,108.704,-55.176
0.153,-0.970,-0.969,-21.606,113.586,-57.800
0.126,-1.061,-1.135,-24.780,113.708,-60.303
0.106,-1.232,-1.267,-24.475,105.469,-59.998
0.097,-1.362,-1.358,-18.127,89.783,-51.758
0.121,-1.415,-1.375,-15.259,69.275,-37.354
0.154,-1.333,-1.317,-14.221,46.997,-18.921
0.222,-1.257,-1.110,-8.911,24.231,-4.089
0.272,-1.241,-0.908,-7.812,6.470,5.737
0.342,-1.148,-0.786,-9.766,0.427,18.799
0.414,-1.043,-0.736,-9.949,-2.197,30.518
0.498,-0.885,-0.633,-3.662,-7.141,39.307
0.574,-0.685,-0.427,3.845,-14.160,43.701
0.628,-0.603,-0.289,-1.404,-13.062,40.833
0.679,-0.596,-0.261,-17.212,-3.967,34.851
0.723,-0.532,-0.252,-26.306,2.136,32.227
0.764,-0.500,-0.206,-27.161,3.479,28.076
0.793,-0.499,-0.165,-20.874,5.127,20.264
0.803,-0.502,-0.176,-9.460,9.033,11.719
0.798,-0.517,-0.196,1.282,11.230,3.479
0.783,-0.585,-0.207,6.348,10.132,-5.249
0.766,-0.684,-0.224,6.409,8.301,-11.780
0.756,-0.770,-0.233,3.235,5.981,-14.526
0.729,-0.858,-0.230,0.061,2.380,-14.648
0.722,-0.849,-0.241,-5.493,0.000,-10.559
0.693,-0.901,-0.237,-11.963,-2.258,-6.897
0.651,-0.915,-0.228,-19.104,-4.517,-3.418
0.645,-0.894,-0.244,-23.132,-5.127,1.892
0.628,-0.875,-0.278,-25.452,-5.249,5.981
0.611,-0.860,-0.347,-25.085,-5.188,8.057
0.585,-0.833,-0.378,-21.790,-9.277,9.521
0.571,-0.819,-0.367,-16.968,-17.700,9.888
0.549,-0.806,-0.367,-14.038,-25.940,9.583
0.536,-0.809,-0.379,-14.526,-33.997,10.010
0.530,-0.799,-0.361,-17.883,-43.579,12.268
0.511,-0.792,-0.344,-21.118,-53.589,16.479

0.416,0.715,-0.691,8.972,-44.067,-39.795
0.218,0.726,-0.734,118.103,-20.142,-42.969
0.294,0.715,-0.516,96.802,-35.339,-46.570
0.215,0.650,-0.703,150.513,-51.880,-28.076
0.056,0.789,-0.491,126.404,-54.871,-4.211
-0.138,0.821,-0.530,149.597,-51.392,-9.155
-0.127,0.542,-0.332,71.899,-47.485,-17.212
-0.127,1.391,-0.324,34.912,-28.992,-25.574
0.046,1.003,-0.659,153.076,-16.846,11.658
0.001,0.931,-0.281,151.489,-69.031,8.667
0.003,0.955,-0.464,102.112,-84.656,-17.273
0.100,0.867,-0.188,-10.986,-55.542,-25.208
0.141,0.776,-0.320,-62.927,-5.554,-32.959
0.068,0.740,-0.450,-151.001,30.029,-43.884
-0.125,0.863,-0.604,-231.812,51.453,-58.960
-0.026,0.801,-0.629,-273.804,60.974,-59.082
0.004,0.744,-0.696,-228.394,53.040,-53.040
0.092,0.718,-0.767,-188.354,32.776,-39.795
0.086,0.689,-0.726,-136.780,13.123,-28.503
0.105,0.665,-0.732,-88.379,1.099,-18.982
0.130,0.702,-0.724,-49.622,-8.972,-4.333
0.081,0.736,-0.741,-25.024,-18.799,3.296
0.068,0.703,-0.697,-14.648,-25.391,3.784
0.068,0.696,-0.615,-18.433,-27.344,5.188
0.021,0.693,-0.693,-33.203,-27.344,4.761
0.099,0.756,-0.664,-56.396,-32.349,6.348
0.202,0.720,-0.712,-46.204,-35.400,-6.042
0.159,0.611,-0.582,-61.768,-29.846,-17.578
0.249,0.701,-0.745,-67.017,-10.803,-13.733
0.399,0.608,-0.697,-74.219,-10.925,-16.418
0.362,0.635,-0.763,-80.627,-21.240,-13.489
0.269,0.645,-0.789,-62.317,-25.513,-12.329
0.191,0.629,-0.772,-51.392,-25.269,-15.137
0.121,0.604,-0.692,-62.500,-19.409,-21.973
0.100,0.673,-0.799,-94.421,-10.376,-24.048
0.164,0.563,-0.747,-120.850,-6.348,-26.062
0.200,0.615,-0.829,-119.141,-7.996,-27.588
0.216,0.531,-0.745,-131.592,-11.658,-22.644
0.462,0.616,-0.714,-117.859,-17.456,-24.536
0.608,0.768,-0.673,-89.172,-21.667,-5.981
0.439,0.697,-0.563,-9.644,-18.372,9.277
0.186,0.661,-0.654,43.579,-9.705,8.484
0.070,0.708,-0.695,-0.122,-2.625,0.671
0.135,0.785,-0.764,-31.555,7.507,-8.545
0.143,0.665,-0.777,-38.513,11.719,-23.804
0.174,0.614,-0.790,-60.059,19.043,-29.846
0.184,0.589,-0.831,-71.960,26.306,-31.372
0.210,0.491,-0.859,-69.336,28.564,-32.043
0.237,0.470,-0.903,-57.007,26.733,-29.541
0.207,0.502,-0.857,-39.246,24.719,-22.217
0.223,0.510,-0.862,-11.780,18.188,-13.489
0.226,0.397,-0.850,3.967,9.460,-7.202
0.232,0.500,-0.987,23.682,5.920,-1.526
0.227,0.445,-0.852,13.977,6.348,1.160
0.239,0.390,-0.763,22.217,8.362,0.854
0.175,0.507,-0.978,5.615,11.353,4.089
0.140,0.457,-0.924,-2.502,15.015,2.747
0.196,0.524,-0.918,1.038,14.587,4.517
0.149,0.531,-0.868,2.686,11.780,7.385
0.227,0.507,-0.853,9.949,9.033,9.827
0.184,0.433,-0.746,9.827,8.606,11.475
0.175,0.511,-0.825,17.334,12.085,17.334
0.134,0.504,-0.776,8.667,16.602,20.325
0.109,0.612,-0.757,30.823,15.808,20.264
0.086,0.586,-0.899,33.203,13.123,27.405
0.027,0.464,-0.908,28.809,7.874,30.762
-0.017,0.535,-0.942,24.475,3.357,35.889
0.005,0.470,-0.799,38.086,0.122,36.987
-0.004,0.460,-0.715,60.974,2.258,39.063
-0.085,0.481,-0.768,44.678,13.428,39.490
-0.062,0.480,-0.829,13.184,21.240,34.180
-0.016,0.656,-0.905,-20.935,25.574,25.269
0.089,0.359,-0.806,-8.057,28.931,17.639
0.055,0.629,-1.017,44.495,29.114,24.048
-0.046,0.463,-0.966,59.570,26.123,21.851
0.053,0.559,-0.854,81.055,22.827,19.775
-0.069,0.478,-0.848,99.915,19.775,22.217
-0.014,0.600,-0.839,128.967,17.395,35.889
-0.090,0.494,-0.795,181.946,6.897,44.434
-0.188,0.683,-0.700,210.022,1.343,43.884
-0.149,0.761,-0.676,206.238,6.409,38.513
0.253,0.778,-0.610,184.326,10.193,30.396
0.159,0.599,-0.607,154.419,20.203,19.104
0.200,0.908,-0.669,130.737,25.085,21.057
0.171,0.753,-0.605,111.511,19.653,8.240
0.133,0.786,-0.595,97.717,9.888,3.601
0.064,0.770,-0.591,80.444,2.075,2.075
0.058,0.787,-0.576,62.195,-1.465,2.258
0.061,0.786,-0.574,40.894,-1.770,3.723
0.060,0.793,-0.574,20.142,-1.709,3.235
0.062,0.790,-0.578,2.197,-1.404,0.854
0.066,0.786,-0.589,-11.047,0.183,-0.793
0.066,0.785,-0.605,-18.494,1.770,-1.404
0.066,0.782,-0.611,-20.325,1.465,-1.404
0.063,0.781,-0.613,-18.982,-0.488,-0.854
0.063,0.782,-0.611,-17.151,-1.953,0.183
0.067,0.778,-0.609,-16.663,-2.625,0.671
0.064,0.778,-0.612,-17.334,-2.075,0.488
0.063,0.775,-0.620,-17.273,-0.977,-0.061
0.065,0.774,-0.628,-14.465,-0.122,-0.427
0.064,0.771,-0.634,-7.935,0.366,-0.366
0.065,0.770,-0.635,0.488,0.122,0.244
0.067,0.772,-0.631,9.521,-0.061,0.854
0.068,0.771,-0.623,16.907,-0.305,1.343
0.065,0.775,-0.618,21.179,-0.183,1.526
0.063,0.778,-0.613,21.912,0.122,1.526
0.063,0.780,-0.608,20.081,0.183,1.343
0.065,0.780,-0.603,16.968,0.122,1.221
0.065,0.781,-0.601,13.000,-0.061,1.038
0.062,0.784,-0.599,8.423,-0.183,1.099
0.062,0.786,-0.599,4.089,-0.427,0.793
0.062,0.786,-0.599,0.244,-0.549,0.610
0.063,0.787,-0.601,-3.357,-0.610,0.549
0.065,0.783,-0.601,-6.897,-0.732,0.549
0.065,0.781,-0.605,-9.705,-0.732,0.305
0.063,0.780,-0.611,-11.597,-0.793,0.183
0.065,0.779,-0.617,-11.597,-0.488,0.000
0.066,0.776,-0.620,-9.399,-0.244,0.061
0.066,0.774,-0.622,-5.615,-0.183,0.244

