aX,aY,aZ,gX,gY,gZ
-0.454,-0.066,-0.936,7.141,-0.427,2.441
-0.456,-0.071,-0.932,3.967,-0.854,1.709
-0.455,-0.071,-0.920,1.587,-0.793,1.343
-0.449,-0.062,-0.920,-0.549,0.244,1.099
-0.447,-0.066,-0.928,-1.709,0.793,0.183
-0.452,-0.084,-0.925,-2.625,-0.488,-1.465
-0.459,-0.112,-0.908,-2.808,-2.441,-2.808
-0.462,-0.131,-0.875,-2.625,-3.540,-2.930
-0.458,-0.140,-0.856,-1.526,-3.418,-2.686
-0.458,-0.137,-0.850,-0.732,-2.258,-2.380
-0.461,-0.138,-0.855,-0.732,-1.221,-2.075
-0.467,-0.146,-0.864,-1.099,-0.366,-2.197
-0.468,-0.138,-0.871,-0.916,0.854,-1.648
-0.465,-0.126,-0.880,-2.136,2.319,-0.916
-0.469,-0.131,-0.895,-3.540,3.479,-0.977
-0.475,-0.139,-0.908,-3.540,3.601,-1.160
-0.475,-0.128,-0.902,-3.235,2.869,-0.916
-0.472,-0.121,-0.898,-3.723,2.686,-0.610
-0.474,-0.128,-0.897,-4.028,2.747,-1.160
-0.475,-0.146,-0.905,-3.357,2.258,-1.831
-0.482,-0.161,-0.914,-1.404,1.465,-1.770
-0.482,-0.171,-0.910,1.343,0.305,-1.465
-0.475,-0.163,-0.898,3.540,-0.671,-0.061
-0.468,-0.143,-0.894,4.761,-0.549,1.282
-0.457,-0.123,-0.897,4.272,-0.183,2.075
-0.457,-0.118,-0.905,2.930,-0.061,1.770
-0.458,-0.122,-0.895,2.869,-1.221,0.854
-0.462,-0.123,-0.873,3.418,-2.197,0.488
-0.459,-0.119,-0.867,3.296,-1.038,0.671
-0.459,-0.112,-0.886,2.380,0.977,0.916
-0.463,-0.119,-0.902,1.831,1.526,0.427
-0.471,-0.135,-0.899,1.465,0.916,0.000
-0.471,-0.133,-0.872,1.526,-0.061,0.244
-0.464,-0.117,-0.863,1.892,0.305,0.854
-0.467,-0.115,-0.890,1.953,2.136,0.732
-0.473,-0.120,-0.910,2.319,2.625,0.061
-0.476,-0.132,-0.903,2.014,1.526,-0.183
-0.476,-0.142,-0.883,1.892,0.549,-0.183
-0.473,-0.136,-0.869,2.808,0.671,0.610
-0.469,-0.125,-0.865,4.517,0.977,1.221
-0.467,-0.113,-0.875,5.676,1.953,1.587
-0.464,-0.105,-0.888,5.676,2.441,1.343
-0.466,-0.096,-0.895,5.005,2.502,0.854
-0.465,-0.092,-0.898,4.578,2.258,0.244
-0.470,-0.098,-0.909,4.272,2.258,-0.610
-0.476,-0.110,-0.922,3.479,2.502,-1.343
-0.479,-0.118,-0.931,2.808,2.014,-1.404
-0.480,-0.119,-0.933,2.930,1.160,-1.221
-0.477,-0.114,-0.925,2.747,0.488,-0.793
-0.470,-0.108,-0.909,1.465,-0.488,-0.427
-0.468,-0.105,-0.901,-0.061,-0.549,-0.305
-0.475,-0.111,-0.901,-1.404,-0.244,-0.671
-0.478,-0.119,-0.901,-1.953,-0.488,-1.038
-0.479,-0.124,-0.903,-2.136,-0.488,-0.854
-0.478,-0.124,-0.902,-1.831,-0.427,-0.671
-0.479,-0.121,-0.901,-0.549,-1.099,-0.366
-0.481,-0.128,-0.889,0.549,-1.770,-0.671
-0.478,-0.136,-0.864,2.075,-2.380,-0.793
-0.474,-0.124,-0.858,2.930,-1.160,0.061
-0.466,-0.112,-0.877,2.319,1.099,0.732
-0.461,-0.100,-0.883,1.038,2.014,1.038
-0.467,-0.102,-0.879,-0.854,1.343,0.427
-0.474,-0.118,-0.884,-2.197,1.831,-0.366
-0.476,-0.120,-0.902,-2.075,2.747,-0.366
-0.477,-0.106,-0.933,-1.343,3.296,0.366
-0.478,-0.095,-0.957,-1.892,3.235,0.732
-0.478,-0.094,-0.955,-3.113,1.709,0.305
-0.477,-0.096,-0.932,-4.150,-0.366,-0.366
-0.476,-0.108,-0.909,-4.517,-1.831,-1.160
-0.482,-0.125,-0.899,-4.211,-2.014,-1.831
-0.485,-0.142,-0.900,-3.845,-1.892,-2.136
-0.491,-0.158,-0.902,-3.296,-2.258,-2.014
-0.490,-0.169,-0.892,-3.052,-3.174,-1.587
-0.493,-0.176,-0.888,-3.174,-3.418,-0.671
-0.495,-0.175,-0.894,-2.441,-2.808,0.610

-0.732,-0.388,-1.512,-16.907,-49.561,-9.766
-0.762,-0.469,-1.534,-13.184,-66.589,-11.230
-0.806,-0.526,-1.609,-3.662,-82.581,-9.460
-0.800,-0.552,-1.716,4.822,-99.915,-4.272
-0.761,-0.537,-1.665,2.502,-123.047,2.991
-0.729,-0.463,-1.520,-7.690,-145.508,11.841
-0.672,-0.365,-1.372,-19.043,-162.537,20.630
-0.634,-0.282,-1.276,-25.208,-170.715,26.062
-0.625,-0.221,-1.216,-27.649,-173.828,28.992
-0.601,-0.208,-1.149,-32.104,-174.866,29.114
-0.546,-0.248,-1.077,-35.583,-173.340,27.649
-0.526,-0.203,-1.038,-29.053,-166.565,27.344
-0.493,-0.334,-1.127,-14.709,-157.471,22.583
-0.480,-0.277,-1.303,-15.503,-151.550,24.780
-0.484,-0.255,-1.410,-6.409,-158.813,25.635
-0.495,-0.243,-1.424,2.991,-172.729,23.010
-0.472,-0.265,-1.415,9.705,-183.838,21.790
-0.457,-0.288,-1.461,9.094,-187.317,22.278
-0.448,-0.272,-1.532,3.967,-186.646,26.733
-0.428,-0.233,-1.533,-6.287,-188.721,33.325
-0.391,-0.192,-1.490,-22.095,-193.054,38.757
-0.367,-0.158,-1.488,-32.410,-193.542,41.077
-0.366,-0.119,-1.510,-33.691,-194.702,42.114
-0.367,-0.149,-1.479,-36.133,-200.073,40.527
-0.388,-0.255,-1.400,-40.161,-208.801,38.086
-0.409,-0.334,-1.324,-36.804,-219.299,40.161
-0.409,-0.303,-1.286,-25.513,-228.760,48.035
-0.394,-0.219,-1.240,-15.869,-238.586,56.396
-0.357,-0.192,-1.134,-12.695,-249.451,60.974
-0.333,-0.142,-1.019,-12.451,-258.362,64.026
-0.301,-0.065,-0.973,-12.817,-260.254,68.542
-0.228,0.060,-0.864,-20.508,-260.559,73.486
-0.141,0.212,-0.704,-34.058,-261.597,74.951
-0.104,0.303,-0.609,-49.072,-254.761,68.726
-0.057,0.304,-0.601,-65.979,-244.202,57.495
-0.035,0.212,-0.581,-87.708,-233.948,43.701
-0.055,0.133,-0.536,-99.609,-229.187,35.583
0.053,0.087,-0.497,-101.135,-227.417,33.569
0.085,0.039,-0.408,-105.652,-224.731,32.227
0.122,-0.054,-0.265,-113.220,-224.487,28.503
0.166,-0.182,-0.192,-108.765,-220.032,27.588
0.175,-0.256,-0.158,-104.675,-206.055,30.579
0.299,-0.109,-0.235,-85.388,-193.359,41.626
0.373,0.085,-0.294,-66.284,-187.988,50.476
0.400,0.130,-0.310,-68.848,-185.364,45.227
0.382,0.065,-0.276,-80.688,-183.960,33.691
0.404,-0.001,-0.228,-84.290,-184.082,27.283
0.417,-0.040,-0.181,-80.566,-185.120,25.879
0.407,-0.060,-0.172,-80.444,-180.786,25.330
0.423,-0.037,-0.203,-78.125,-174.255,26.978
0.447,0.038,-0.239,-70.801,-171.814,29.846
0.471,0.083,-0.229,-70.129,-174.133,29.602
0.479,0.068,-0.161,-76.233,-179.687,24.048
0.462,0.046,-0.088,-81.299,-183.899,18.555
0.445,-0.007,-0.053,-80.933,-183.838,14.160
0.438,-0.099,-0.026,-77.148,-184.143,10.559
0.446,-0.173,0.040,-72.327,-188.416,11.108
0.465,-0.182,0.138,-67.993,-194.275,15.869
0.481,-0.108,0.230,-66.345,-195.374,21.973
0.504,-0.054,0.296,-67.566,-191.650,24.658
0.554,-0.060,0.362,-68.237,-185.974,22.522
0.578,-0.056,0.450,-70.801,-183.472,20.508
0.576,-0.099,0.540,-75.989,-182.129,18.005
0.582,-0.142,0.643,-76.050,-179.016,16.724
0.597,-0.098,0.702,-67.932,-171.570,20.630
0.608,0.004,0.717,-60.120,-160.645,25.269
0.610,0.080,0.736,-59.509,-149.414,25.208
0.611,0.111,0.794,-64.148,-141.479,20.935
0.622,0.116,0.880,-67.993,-135.498,15.625
0.596,0.140,0.942,-71.838,-125.977,11.169
0.574,0.120,0.955,-76.050,-111.938,5.859
0.559,0.036,0.978,-78.369,-101.013,0.000
0.547,-0.056,1.055,-78.857,-97.839,-2.808
0.541,-0.147,1.142,-76.416,-97.900,-2.869
0.527,-0.211,1.253,-68.909,-97.534,-1.038
0.531,-0.222,1.377,-56.335,-96.497,5.188
0.563,-0.178,1.488,-39.795,-93.079,13.184
0.601,-0.131,1.543,-21.973,-86.060,18.799
0.621,-0.099,1.599,-6.104,-77.332,21.118
0.644,-0.046,1.669,7.629,-69.458,23.132
0.678,0.025,1.742,19.409,-59.875,24.475
0.705,0.069,1.774,26.184,-45.654,22.766
0.721,0.066,1.755,29.663,-27.344,18.311
0.741,0.064,1.725,29.419,-8.728,13.977
0.750,0.072,1.709,25.818,9.033,10.315
0.749,0.072,1.681,20.447,28.748,6.287
0.730,0.049,1.589,14.587,52.368,1.282
0.704,0.023,1.476,8.057,75.195,-3.357
0.676,-0.008,1.355,3.845,92.896,-8.057
0.637,-0.045,1.235,1.831,106.506,-12.085
0.595,-0.084,1.120,1.953,116.211,-14.954
0.571,-0.121,1.043,4.089,121.399,-16.418
0.552,-0.146,1.006,8.545,123.108,-16.724
0.545,-0.173,0.970,15.442,124.634,-16.296
0.547,-0.193,0.922,24.719,127.014,-15.015
0.555,-0.164,0.888,34.790,129.639,-11.841
0.577,-0.100,0.866,42.847,133.118,-7.874
0.601,-0.037,0.834,48.340,138.184,-6.042
0.619,0.007,0.792,51.453,144.165,-7.141
0.624,0.041,0.746,54.749,150.269,-10.315
0.625,0.059,0.696,58.167,155.884,-14.404
0.628,0.054,0.636,61.218,160.889,-18.860
0.629,0.044,0.560,64.270,165.955,-22.949
0.620,0.005,0.506,65.125,168.945,-26.794
0.612,-0.022,0.469,65.613,172.058,-27.710
0.616,-0.036,0.430,68.787,176.453,-27.100
0.631,-0.015,0.384,71.289,182.617,-25.635
0.645,0.005,0.284,72.998,191.833,-25.085
0.642,-0.014,0.167,70.801,200.439,-27.283
0.634,-0.032,0.072,67.993,205.261,-28.625
0.619,-0.031,0.003,64.758,207.458,-28.259
0.595,-0.031,-0.055,59.570,209.290,-27.710
0.575,-0.021,-0.112,54.871,211.975,-26.733
0.542,0.036,-0.170,50.842,215.698,-25.024
0.479,0.073,-0.232,43.396,219.849,-24.841
0.462,0.029,-0.252,31.921,221.313,-28.503
0.487,-0.062,-0.295,24.109,221.619,-33.203
0.454,-0.169,-0.360,24.231,221.863,-37.170
0.414,-0.196,-0.378,28.137,217.773,-35.889


